Nombre,PApellido,SApellido,Grado,Especialidad,Areas,Sexo,Pais,Estado,Residencia,UEstudio,UTrabajo,PagPersonal,PagInstitucional,Citas,IndiceH,IndiceI10,Articulos,GScholar,ResearchG,ORCID,SIPIPN
Carlos Alberto,Ribeiro,Diniz,Doctor,En Estadística,"Estadística y Ciencia de Datos, con énfasis en modelado, trabajando principalmente en las áreas de: Regresión, Análisis Multivariado y Planificación y en Machine Learning.",Másculino,Brasil,São Paulo,Brasil,Universidad de Carolina del Sur,Universidad Federal de São Carlos,http://lattes.cnpq.br/3277371897783194,https://www.des.ufscar.br/departamento/docentes/carlos-alberto-ribeiro-diniz/carlos-alberto-ribeiro-diniz,429,12,15,104,https://scholar.google.com.mx/citations?user=0kFrmIQAAAAJ&hl=en,,,
Daiane,Aparecida,Zuanetti,Doctora,En Estadística,"Probabilidad y Estadística, con énfasis en la selección y estimación de modelos mixtos independientes o dependientes (HMM), mapeo de QTL con dependencia familiar, inferencia Bayesiana paramétrica y no paramétrica y métodos computacionales MCMC con aplicación, principalmente, en Genómica y Biología Molecular",Femenino,Brasil,São Paulo,Brasil,Universidad Federal de São Carlos,Universidad Federal de São Carlos,http://lattes.cnpq.br/8352484284929824,https://www.des.ufscar.br/departamento/docentes/daiane-aparecida-zuanetti,69,5,3,15,https://scholar.google.com.mx/citations?user=bwMQY4oAAAAJ&hl=en&oi=ao,,,
Daiane,de Souza,Santos,Doctor,En Estadística,"Probabilidad y Estadística, con énfasis en Análisis de Supervivencia, Modelado de Datos de Curación Fraccionada, Modelos de Regresión y Estadística Computacional",Femenino,Brasil,São Paulo,Brasil,Universidad Federal de São Carlos,Universidad Federal de São Carlos,http://lattes.cnpq.br/0929922667210546,https://www.des.ufscar.br/departamento/docentes/daiane-de-souza-santos,,,,,,,,
Danilo,Lourenço,Lopes,Doctor,En Ciencias Estadísticas,"Probabilidad y Estadística, con énfasis en Probabilidad y Estadística Aplicada. Trabajando principalmente en los siguientes temas: Proceso Gaussiano, Prioridades de objetivos, Calibración de emuladores, Modelos jerárquicos, Modelo de distorsión elástica.",Másculino,Brasil,São Paulo,Brasil,Universidad de Duke ,Universidad Federal de São Carlos,http://lattes.cnpq.br/8061034473607951,https://www.des.ufscar.br/departamento/docentes/danilo-lourenco-lopes,,,,,,,,
Estela Maris,Pereira,Bereta,Doctora,En Estadística,"Probabilidad y Estadística con énfasis en Análisis de Supervivencia, Diseño de Experimentos, trabajando principalmente en los siguientes temas: estimación de curvas de supervivencia y riesgo, planificación y análisis de ensayos clínicos",Femenino,Brasil,São Paulo,Brasil,Universidad Federal de São Carlos,Universidad Federal de São Carlos,http://lattes.cnpq.br/7852223448948817,https://www.des.ufscar.br/departamento/docentes/estela-maris-pereira-bereta,,,,,,,,
Francisco Antonio,Rojas,Rojas,Doctor,En Ingeniería de Producción ,"Probabilidad y Estadística, con énfasis en Estadística Aplicada, trabajando principalmente en los siguientes temas: Análisis de Regresión y Correlación, Análisis de Experimentos y Control de Calidad, Análisis de Series de Tiempo y Riesgo y Bioestadística.",Másculino,Brasil,São Paulo,Brasil,Universidad Federal de Río de Janeiro,Universidad Federal de São Carlos,http://lattes.cnpq.br/5995701672086579,https://www.des.ufscar.br/departamento/docentes/francisco-antonio-rojas,,,,,,,,
Gustavo Henrique,de Araujo,Pereira,Doctor,En Estadística,"Probabilidad y Estadística, trabajando principalmente en los siguientes temas: modelos de regresión para proporciones, modelos de regresión inflados y modelos de riesgo de crédito.",Másculino,Brasil,São Paulo,Brasil,Universidad Federal de São Carlos,Universidad Federal de São Carlos,http://lattes.cnpq.br/4536501674241631,https://www.des.ufscar.br/departamento/docentes/gustavo-henrique-de-araujo-pereira,,,,,,,,
José,Carlos,Fogo,Doctor,"En Agronomía, con énfasis en Estadística y Experimentación Agronómica","Estadística, con énfasis en Análisis de Datos, trabajando principalmente en los siguientes temas: reparametrización, supervivencia, modelo de regresión, proceso de renovación y datos censurados",Másculino,Brasil,São Paulo,Brasil,Escuela Superior de Agricultura Luiz de Queiroz y Universidad de São Paulo,Universidad Federal de São Carlos,http://www.ufscar.br/jcfogo,https://www.des.ufscar.br/departamento/docentes/jose-carlos-fogo,302,8,,25,,https://www.researchgate.net/profile/Jose-Fogo-2,,
Luis,Aparecido,Milan,Doctor,En Matemáticas y Estadística ,"Métodos Estadísticos Computacionales Intensivos, con énfasis en Cadena de Markov de Monte Carlo (MCMC), saltos reversibles (Revesible Jump) y Data Driven Reversible Jump (DDRJ) orientados a la estimación de modelos mixtos, modelos para identificación de QTLs, pruebas diagnósticas e imagen.",Másculino,Brasil,São Paulo,Brasil,Universidad de Lancaster,Universidad Federal de São Carlos,http://www.ufscar.br/~des/docente/milan/milan.html,https://www.des.ufscar.br/departamento/docentes/luis-aparecido-milan,441,10,,54,,https://www.researchgate.net/profile/Luis-Milan-5?_sg=-5ZDa4lFjxh1L22VfN3TGq66jP4c057MlGZbbsuczlneaLIfnvf9uNoUq0bVl3HKp8jWP3cf6OIPoQE,,
Luis Ernesto,Bueno,Salasar,Doctor,En Estadística,"Estadística aplicada a la predicción de resultados deportivos, inferencia en modelos de captura-recaptura, inferencia en modelos para datos discretos",Másculino,Brasil,São Paulo,Brasil,Universidad Federal de São Carlos,Universidad Federal de São Carlos,http://lattes.cnpq.br/5464564215528609,https://www.des.ufscar.br/departamento/docentes/luis-ernesto-bueno-salasar,181,6,3,28,https://scholar.google.com.mx/citations?user=JPOiXGkAAAAJ&hl=en&oi=sra,,,
Marcio,Alves,Diniz,Doctor,En Estadística,"Probabilidad y Estadística, con énfasis en Fundamentos de Estadística, trabajando principalmente en los siguientes temas: análisis estadístico, inferencia bayesiana, prueba de hipótesis, series de tiempo y raíces unitarias",Másculino,Brasil,São Paulo,Brasil,Universidad de São Paulo,Universidad Federal de São Carlos,http://lattes.cnpq.br/8948404469003829,https://www.des.ufscar.br/departamento/docentes/marcio-alves-diniz,142,6,5,49,https://scholar.google.com.mx/citations?user=wtTompcAAAAJ&hl=en,,,
Márcio Luis,Lanfredi,Viola,Doctor,En Estadística,Probabilidad y Estadística,Másculino,Brasil,São Paulo,Brasil,Universidad Estatal de Campinas,Universidad Federal de São Carlos,http://lattes.cnpq.br/7797241339089177,https://www.des.ufscar.br/departamento/docentes/marcio-luis-lanfredi-viola,21,2,0,18,https://scholar.google.com.mx/citations?hl=en&user=8mNJ-dgAAAAJ,,,
Maria Aparecida,de Paiva,Franco,Doctora,En Ciencias,"Probabilidad y Estadística Aplicada, con énfasis en Análisis de Supervivencia, Modelos Actuariales y Econométricos.",Femenino,Brasil,São Paulo,Brasil,Universidad de São Paulo,Universidad Federal de São Carlos,http://lattes.cnpq.br/9165804999522227,https://www.des.ufscar.br/departamento/docentes/maria-aparecida-de-paiva-franco,32,,,11,,,,
Maria Sílvia,de Assis,Moura,Doctora,En Estadística,"Probabilidad y Estadística con énfasis en Series de Tiempo, trabajando principalmente en los siguientes temas: función de transferencia, series de tiempo, wavelets, procesos localmente estacionarios y ARIMA",Femenino,Brasil,São Paulo,Brasil,Universidad de São Paulo,Universidad Federal de São Carlos,http://lattes.cnpq.br/9410151859448447,https://www.des.ufscar.br/departamento/docentes/maria-silvia-de-assis-moura,,,,,,,,
Michel,Helcias,Montoril,Doctor,En Estadística,"Probabilidad y Estadística, con énfasis en estimación no paramétrica",Másculino,Brasil,São Paulo,Brasil,Universidad de São Paulo,Universidad Federal de São Carlos,http://lattes.cnpq.br/9993502064983663,https://www.des.ufscar.br/departamento/docentes/michel-helcias-montoril,23,3,1,19,https://scholar.google.com.mx/citations?user=5FyDsbAAAAAJ&hl=en,,,
Pedro,Ferreira,Filho,Maestro,En Estadística,"Diseño de experimentos, análisis multivariante, regresión, medidas repetidas, crossover, teoría de la respuesta al ítem, análisis de correspondencias, procesos de selección y enseñanza de la estadística",Másculino,Brasil,São Paulo,Brasil,Universidad Estatal de Campinas,Universidad Federal de São Carlos,http://lattes.cnpq.br/3166756210159019,https://www.des.ufscar.br/departamento/docentes/pedro-ferreira-filho,325,8,,49,,https://www.researchgate.net/profile/Pj-Filho,,
Rafael,Bassi,Stern,Doctor,En Estadística,"Probabilidad y Estadística, con énfasis en Estadística, trabajando principalmente en los siguientes temas: Estadística Bayesiana, Aprendizaje Automático, Jurimetría y Fundamentos de Estadística",Másculino,Brasil,São Paulo,Brasil,Universidad de Carnegie mellon,Universidad Federal de São Carlos,http://www.rafaelstern.science/,https://www.des.ufscar.br/departamento/docentes/rafael-bassi-stern,190,8,7,57,https://scholar.google.com.mx/citations?user=2iLil_kAAAAJ&hl=en,,,
Rafael,Izbicki,,Doctor,En Estadística,"Probabilidad y Estadística, con énfasis en Aprendizaje Automático, Bioestadística, Astroestadística, Fundamentos de Estadística, Inferencia Bayesiana, Inferencia No Paramétrica e Inferencia en Datos de Altas Dimensiones",Másculino,Brasil,São Paulo,Brasil,Universidad de Carnegie mellon,Universidad Federal de São Carlos,http://www.rizbicki.ufscar.br/,https://www.des.ufscar.br/departamento/docentes/rafael-izbicki,1384,20,33,112,https://scholar.google.com.mx/citations?user=IldCv5AAAAAJ&hl=en&oi=sra,,,
Renato,Jacob,Gava,Doctor,En Estadística,Probabilidade e Processos Estocásticos,Másculino,Brasil,São Paulo,Brasil,Universidad de São Paulo,Universidad Federal de São Carlos,http://lattes.cnpq.br/0494315910583969,https://www.des.ufscar.br/departamento/docentes/renato-jacob-gava,157,6,,12,,https://www.researchgate.net/profile/Renato-Gava-2?_sg=7iTnsK3tmqUug_YF2wxq1bcsPyN-2Uq7_Hg5ZoH9q3VdEflV2KTYbr8K8fOh7OztWFcdrzlo7coD3ag,,
Ricardo,Felipe,Ferreira,Doctor,En Estadística,"Probabilidad y Estadística, con énfasis en fundamentos de probabilidad, inferencia en procesos estocásticos, teoría de la información y cálculo estocástico con aplicación en neurociencia y finanzas",Másculino,Brasil,São Paulo,Brasil,Universidad de São Paulo y Universidad Federal de São Carlos,Universidad Federal de São Carlos,http://lattes.cnpq.br/2355076087945221,https://www.des.ufscar.br/departamento/docentes/ricardo-felipe-ferreira,8,1,0,4,https://scholar.google.com.mx/citations?user=iIELxngAAAAJ&hl=en&oi=ao,,,
Teresa Cristina,Martins,Dias,Doctora,En Ingeniería de Producción,"Probabilidad y estadística, inferencia no paramétrica, y también trabajo en el área de análisis de supervivencia",Femenino,Brasil,São Paulo,Brasil,Universidad Federal del Rio de Janeiro,Universidad Federal de São Carlos,http://lattes.cnpq.br/0187724276640668,https://www.des.ufscar.br/departamento/docentes/teresa-cristina-martins-dias,119,5,3,28,https://scholar.google.com.mx/citations?hl=en&user=rHrnK7oAAAAJ,,,
Vera Lucia,Damasceno,Tomazella,Doctora,Ciencias de la computación y Matemática computacional,"Análisis de Supervivencia y Confiabilidad, Modelos de Riesgo, Análisis de Diagnóstico, Inferencia Bayesiana, Modelos No Lineales",Femenino,Brasil,São Paulo,Brasil,Universidad de São Paulo y Universidad Federal de São Carlos,Universidad Federal de São Carlos,http://www.servidores.ufscar.br/vera,https://www.des.ufscar.br/departamento/docentes/vera-lucia-damasceno-tomazella,510,11,15,116,https://scholar.google.com.mx/citations?user=dFbreHQAAAAJ&hl=en,,,
Júlio,César,Pereira,,,"Geoestatística, Estatística Experimental, Estatística Aplicada",Másculino,Brasil,Maringá,Brasil,,Universidad Estatal de Maringá,,http://www.des.uem.br/docentes/exdocentes,87,6,3,21,https://scholar.google.com.mx/citations?user=mQQ8miYAAAAJ&hl=en,,,
Adrian Pablo,Hinojosa,Luna,Doctor,En Matemáticas,"Probabilidad y Estadística, con énfasis en Probabilidad, trabajando principalmente en los siguientes temas: Probabilidad, Teoría del Riesgo, Estimación No Paramétrica, Procesos Estocásticos y Cadenas de Markov.",Másculino,Brasil,Minas Gerais,Brasil,Instituto de Matemática Pura y Aplicada,Universidad Federal de Minas Gerais,http://lattes.cnpq.br/1909854068305565,http://somos.ufmg.br/professor/adrian-pablo-hinojosa-luna,7,1,0,9,https://scholar.google.com/citations?hl=en&user=oHUFJesAAAAJ,,,
Aloísio Joaquim,Freitas,Ribeiro,Doctor,En Demografía,"Probabilidad y Estadística, con énfasis en Probabilidad y Estadística Aplicada. Actuando principalmente en los siguientes temas: Invalidez, Mortalidad, Sistema General de Seguridad Social",Másculino,Brasil,Minas Gerais,Brasil,Universidad Federal de Minas Gerais,Universidad Federal de Minas Gerais,http://lattes.cnpq.br/0727161934192510,http://somos.ufmg.br/professor/aloisio-joaquim-freitas-ribeiro,6,,,4,,https://www.researchgate.net/scientific-contributions/Aloisio-Joaquim-Freitas-Ribeiro-2023728807,,
Cristiano,de Carvalho,Santos,Doctor,En Estadística,"Probabilidad y Estadística, con énfasis en Estadística Bayesiana, modelos para datos binarios, modelos mixtos y modelos para el análisis de datos de degradación",Másculino,Brasil,Minas Gerais,Brasil,Universidad Federal de Minas Gerais,Universidad Federal de Minas Gerais,http://lattes.cnpq.br/7130877992710625,http://www.est.ufmg.br/~cristianocs/,31,3,1,10,https://scholar.google.com/citations?hl=en&user=Mz7U4QQAAAAJ,,,
Denise Duarte Scarpa,Magalhaes,Alves,Doctora,En Estadística,"Probabilidad y Estadística, con énfasis en Probabilidad y Estadística Aplicada, trabajando principalmente en los siguientes temas: cadenas de orden infinito, cadenas de Markov con rango variable, inferencia en procesos estocásticos, remuestreo e inferencia en grafos aleatorios.",Femenino,Brasil,Minas Gerais,Brasil,Universidad de São Paulo,Universidad Federal de Minas Gerais,http://lattes.cnpq.br/1561403057993890,http://www.est.ufmg.br/denise/,,,,1,,https://www.researchgate.net/scientific-contributions/Denise-Duarte-Scarpa-Magalhaes-Alves-22344398,,
Edna,Afonso,Reis,Doctora,En Estadística,"Probabilidad y Estadística, con énfasis en Análisis de Datos en Bioestadística.",Femenino,Brasil,Minas Gerais,Brasil,Universidad Federal del Rio de Janeiro,Universidad Federal de Minas Gerais,http://lattes.cnpq.br/3773191587995244,http://www.est.ufmg.br/~edna/,1342,17,28,112,https://scholar.google.com/citations?user=S83cJkgAAAAJ&hl=en,,,
Enrico,Antonio,Colosimo,Doctor,En Estadística,"Análisis de Supervivencia, Análisis de Datos Longitudinales y Sistemas Reparables",Másculino,Brasil,Minas Gerais,Brasil,Universidad de Wisconsin-Madison,Universidad Federal de Minas Gerais,http://lattes.cnpq.br/8074052644801438,http://www.est.ufmg.br/~enricoc/,6524,43,112,301,https://scholar.google.com.mx/citations?user=f4PScxgAAAAJ&hl=en,,,
Fábio,Nogueira,Demarqui,Doctor,En Estadística,"Probabilidad y Estadística, con énfasis en Análisis de Supervivencia, Confiabilidad e Inferencia Bayesiana.",Másculino,Brasil,Minas Gerais,Brasil,Universidad Federal de Minas Gerais,Universidad Federal de Minas Gerais,http://lattes.cnpq.br/2746210170266413,http://www.est.ufmg.br/~fndemarqui/pt/,309,7,7,35,https://scholar.google.com.mx/citations?user=eNh7RQIAAAAJ&hl=en,,,
Flávio,Bambirra,Gonçalves,Doctor,En Estadística,"Probabilidad y Estadística, con énfasis en Estadística Bayesiana, trabajando principalmente en los siguientes temas: Inferencia en Procesos Estocásticos, Simulación Estocástica",Másculino,Brasil,Minas Gerais,Brasil,Universidad de Warwick,Universidad Federal de Minas Gerais,http://lattes.cnpq.br/2015101359463631,http://www.est.ufmg.br/~fbgoncalves/,326,9,9,41,https://scholar.google.com/citations?user=HyGYPrYAAAAJ&hl=en&oi=ao,,,
Frederico Rodrigues,Borges,da Cruz,Doctor,En Ciencias,"Investigación Operativa, colas de redes",Másculino,Brasil,Minas Gerais,Brasil,Universidad Federal de Minas Gerais,Universidad Federal de Minas Gerais,http://lattes.cnpq.br/9309934981626540,http://www.est.ufmg.br/~fcruz/,2019,27,47,162,https://scholar.google.com/citations?user=xEherYMAAAAJ&hl=en&oi=sra,,,
Fredy Walther,Castellares,Cáceres,Doctor,En Estadística,"Modelado Estadístico, Teoría de la Distribución, Inferencia Estadística y Modelos Matemáticos en Ciencias Actuariales. Actualmente es Coordinador del Curso de Ciencias Actuariales del Departamento de Estadística de la UFMG",Másculino,Brasil,Minas Gerais,Brasil,Universidad de São Paulo,Universidad Federal de Minas Gerais,http://lattes.cnpq.br/2032148618501540,http://www.est.ufmg.br/~fredy/,232,9,9,27,https://scholar.google.com/citations?hl=en&user=tLBKy9EAAAAJ,,,
Glaura,da Conceição,Franco,Doctora,En Ingeniería Eléctrica,"Series Temporales, trabajando principalmente en los siguientes temas: bootstrap, larga dependencia y modelos estructurales",Femenino,Brasil,Minas Gerais,Brasil,Pontificia Universidad Católica de Río de Janeiro,Universidad Federal de Minas Gerais,http://lattes.cnpq.br/0913222654204695,http://www.est.ufmg.br/~glaura/,1016,18,28,89,https://scholar.google.com.mx/citations?user=IcCNWWgAAAAJ&hl=en&oi=ao,,,
Ilka,Afonso,Reis,Doctora,En Teledetección ,Estadística,Femenino,Brasil,Minas Gerais,Brasil,Instituto Nacional de Investigaciones Espaciales,Universidad Federal de Minas Gerais,http://lattes.cnpq.br/7759392930119043,http://www.est.ufmg.br/~ilka/,3502,26,62,228,https://scholar.google.com.mx/citations?user=7KQZvKMAAAAJ&hl=en,,,
Jussiane,Nader,Gonçalves,Doctora,En Estadística,Modelos de regresión,Femenino,Brasil,Minas Gerais,Brasil,Universidad Federal de Minas Gerais,Universidad Federal de Minas Gerais,http://lattes.cnpq.br/0585022906979057,http://www.somos.ufmg.br/professor/jussiane-nader-goncalves,5,1,,2,,https://www.researchgate.net/profile/Jussiane-Goncalves?_sg=kQxf4G8dbeaKHc2Wp2e6-yx-DRkdfztHDISBSH8H3eUTk22ALFA2KCKspaC3wnWg4Sj7i7UHpZAOyK8,,
Lourdes,Coral,Montenegro,Doctora,En Estadística,"Probabilidad y Estadística, con énfasis en Inferencia Paramétrica, trabajando principalmente en los siguientes temas: Modelos Normales Asimétricos, Modelos Mixtos a Escala, Métodos de Diagnóstico, Corrección de Bartlett, Corrección de Bias",Femenino,Brasil,Minas Gerais,Brasil,Universidad de São Paulo,Universidad Federal de Minas Gerais,http://lattes.cnpq.br/1093443041269468,http://somos.ufmg.br/professor/lourdes-coral-contreras-montenegro,272,9,8,25,https://scholar.google.com/citations?hl=en&user=A15o49wAAAAJ,,,
Luiz,Henrique,Duczmal,Doctor,En Matemáticas,Estadística espacial,Másculino,Brasil,Minas Gerais,Brasil,Pontificia Universidad Católica de Río de Janeiro,Universidad Federal de Minas Gerais,http://lattes.cnpq.br/2491660334904294,http://www.est.ufmg.br/~duczmal/,2363,18,29,106,https://scholar.google.com/citations?user=OagFt2cAAAAJ&hl=en,,,
Magda,Carvalho,Pires,Doctora,En Estadística,"Análisis de supervivencia/confiabilidad, errores de clasificación, aplicaciones en Bioestadística y aprendizaje estadístico",Femenino,Brasil,Minas Gerais,Brasil,Universidad Federal de Minas Gerais,Universidad Federal de Minas Gerais,http://lattes.cnpq.br/8838020280772597,http://www.somos.ufmg.br/professor/magda-carvalho-pires,,,,,,,,
